name,location,Business ID,alias,title,rating,review_count,price,latitude,longitude,City
Nickel & Nickel,"8164 St Helena Hwy Oakville, CA 94558",iYWNb8o9AuKEKpuiAiKQvw,wineries,Wineries,4.5,131,$$$,38.443243,-122.406763,Napa_Valley
T3 - Tesla Tours & Transportation,"952 School St Ste 252 Napa, CA 94559",XeS29YWAoCOwe6jP-kqTaA,winetours,Wine Tours,4.5,24,,38.2968914,-122.2889887,Napa_Valley
Robert Craig Winery Tasting Salon,"625 Imperial Way Napa, CA 94559",cFR5QwgKm2GyEMRsmw_eQg,wineries,Wineries,4.5,54,$$,38.30657,-122.28252,Napa_Valley
Holman Cellars,"918 Enterprise Way Ste G Napa, CA 94558",XWi1gDixb2qSBkKJm63T0Q,wineries,Wineries,5.0,38,$$,38.259432,-122.274448,Napa_Valley
Napa Bee Driven,"Napa, CA 94558",_sGfjVSoD2CsuS2e2ddgDg,winetours,Wine Tours,5.0,55,,38.291168,-122.286279,Napa_Valley
Gloria Ferrer Winery,"23555 Arnold Dr Sonoma, CA 95476",EiFXC3xjTpx2Ja6GrvwgXQ,wineries,Wineries,4.0,836,$$,38.223832,-122.472276,Napa_Valley
Sciandri Family Vineyards,"50 Kreuse Canyone Dr Napa Valley, CA 94559",E3n9oNbpHCSKg652QMwDCg,wineries,Wineries,5.0,7,$$$,38.281436,-122.23796,Napa_Valley
Antica Napa Valley,"3700 Soda Canyon Rd Napa, CA 94558",8n4fUXqLg-Y5Rj3LnAoW6Q,wineries,Wineries,5.0,8,$$$,38.427937,-122.274933,Napa_Valley
Italics Winegrowers,"40 Rapp Ln Napa, CA 94558",XfqpcUew8dHgPjdikRWm-Q,wineries,Wineries,5.0,14,$$$,38.3137,-122.250615,Napa_Valley
Robledo Family Winery,"21901 Bonness Rd Sonoma, CA 95476",EyvLSq609Cyy-sRXv3te_w,wineries,Wineries,4.5,217,$$,38.24739263290604,-122.48350054331848,Napa_Valley
Rocca Family Vineyards Tasting Room,"129 Devlin Rd Napa, CA 94558",4vw1Yemztf-PQH6YEpWmpQ,wineries,Wineries,4.5,12,$$,38.23821,-122.26942,Napa_Valley
Vine Cliff Winery,"7400 Silverado Trl Napa, CA 94558",CBsJpEvvTIGh7LTzaGTaTg,wineries,Wineries,4.5,45,$$$$,38.447107,-122.350549,Napa_Valley
Buena Vista Winery,"18000 Old Winery Rd Sonoma, CA 95476",zCwt1XcmhfwsbQYgYPpUGA,wineries,Wineries,4.0,450,$$,38.299502,-122.421942,Napa_Valley
Lewis Cellars,"4101 Big Ranch Rd Napa, CA 94558",emW_LuDDwbiX3iz3rfwmwA,wineries,Wineries,4.5,13,$$$$,38.351246,-122.307404,Napa_Valley
Wine Country Safari,"1876 Brown St Napa, CA 94559",XJlD7EBaB7BW9q7GONvh0g,winetours,Wine Tours,5.0,9,,38.305503,-122.2915887,Napa_Valley
Wine Tour Drivers,"Napa, CA 94559",VOsMui5A1DLINVsvkhRmww,winetours,Wine Tours,5.0,72,,38.291542053222656,-122.28694152832031,Napa_Valley
Covert Estate,"15 Chateau Ln Napa, CA 94558",eIQWrVyb1l2iqNcmXXen0Q,wineries,Wineries,5.0,4,,38.307445,-122.247464,Napa_Valley
Napa Valley Wine Trolley,"1754 2nd St Ste B1 Napa, CA 94559",OCq_kYHmhBhXx_cMb0BV5w,winetours,Wine Tours,4.0,143,,38.2967254900593,-122.289325989441,Napa_Valley
Promontory Winery,"1601 Oakville Grade Oakville, CA 94562",CAf8TqSPE_wqmnaOSMb45w,wineries,Wineries,5.0,15,$$$$,38.4208658,-122.4149621,Napa_Valley
Havens Winery,"1004 Clinton St Napa, CA 94558",FDkYT4QfX4NEpH5NsoiVVQ,wineries,Wineries,4.5,8,$$$,38.301274,-122.2874659,Napa_Valley
Wine Tasting Driver,"4225 Solano Ave Ste 736 Napa, CA 94558",01J1xPoBSbi_VM6HaH_4XA,winetours,Wine Tours,5.0,18,,38.3364765,-122.3229962,Napa_Valley
We Drive Your Car Napa Valley,"947 Lincoln Ave Napa, CA 94558",CgsuUrYGrQsTC3IIFPXlQg,winetours,Wine Tours,5.0,12,,38.3088677,-122.2917507,Napa_Valley
Oakville Ranch Vineyards,"7781 Silverado Trl Napa, CA 94558",5WgvpoEa_Bqvnz9S4gKdjQ,wineries,Wineries,5.0,3,$$,38.4610071602159,-122.358888437234,Napa_Valley
Napa Valley Wine Guides,"Napa, CA 94558",19wSHfn7MkUpazpd7j4yHg,winetours,Wine Tours,5.0,56,,38.3841682813529,-122.285937502441,Napa_Valley
Small Lot Wine Tours,"San Vicente Ave Napa, CA 94558",RQulJtaJRZ1Ax8a-tn74oQ,winetours,Wine Tours,5.0,50,,38.33684,-122.31545,Napa_Valley
Maritas Vineyard,"2055 N Ave Napa, CA 94558",S9KcAPfjNofMhmQ3MfU2XQ,wineries,Wineries,5.0,9,$$$,38.302154,-122.249869,Napa_Valley
Shed Creek Cellar,"80 Grapevine Ln Napa, CA 94558",EhOXeJW9Wwp_3vkQ52jTUA,wineries,Wineries,5.0,2,,38.338405360536775,-122.101645,Napa_Valley
Cliff Lede Vineyards,"1473 Yountville Cross Rd Yountville, CA 94599",M9aVMwujjWigBtdODRdP3A,wineries,Wineries,4.0,226,$$,38.42407,-122.344787,Napa_Valley
Fortunati Vineyards,"986 Salvador Ave Napa, CA 94558",wOVo-DHunhkrQymOEg4QvQ,wineries,Wineries,4.5,14,$$,38.34905,-122.30949,Napa_Valley
Stewart Cellars,"6752 Washington St Yountville, CA 94599",aC0tETLk6n0wGxFbqgIkMw,wineries,Wineries,4.5,49,$$,38.406152,-122.3664433,Napa_Valley
Groth Vineyards & Winery,"750 Oakville Cross Rd Oakville, CA 94562",oeNZDuNqJSMLFglBQcvGIA,wineries,Wineries,4.5,57,$$,38.44922,-122.379524,Napa_Valley
Wine Me Away,"Napa, CA 94558",p8Nonov6jEFz9911aXQzkQ,winetours,Wine Tours,5.0,19,,38.38326,-122.31306,Napa_Valley
Bello Family Vineyards,"8424 Saint Helena Hwy Napa, CA 94558",mbhlmSlqK5wBx6TonAbluw,wineries,Wineries,5.0,1,,38.453556060791,-122.414756774902,Napa_Valley
Amuse Bouche Winery,"1130 Main St Napa, CA 94559",dPFz1ert17m4U7pHwsN4wg,wineries,Wineries,4.5,3,$$$,38.30039,-122.286039,Napa_Valley
Gargiulo Vineyards,"575 Oakville Cross Rd Oakville, CA 94558",-TGstzhUvPOB_2Qt2MSLLQ,wineries,Wineries,4.5,21,$$,38.453315,-122.366836,Napa_Valley
Miner Family Winery,"7850 Silverado Trl Oakville, CA 94562",eP9pZmihgwPdd_8uIwb9Uw,wineries,Wineries,4.0,239,$$,38.462719,-122.371093,Napa_Valley
Boyd Family Vineyard,"4326 Big Ranch Rd Napa, CA 94558",60i68SD1xroy0j0h3BZiXw,wineries,Wineries,5.0,9,$$,38.3612027,-122.3118133,Napa_Valley
Matthiasson Wines,"3175 Dry Creek Rd Napa, CA 94558",d-WFHC31DhZ_lbFTRjkR-g,wineries,Wineries,5.0,1,,38.33861,-122.35076,Napa_Valley
Oasis by Hoopes,"6204 Washington St Napa, CA 94558",o1gzKI9tCcs9Vth2JXz25A,wineries,Wineries,3.5,15,,38.387957163018584,-122.34952523506253,Napa_Valley
Priest Ranch,"6490 Washington St Yountville, CA 94599",RygLWtxkDBkHghQeFfoELQ,wineries,Wineries,4.5,171,$$,38.400084,-122.359028,Napa_Valley
Hidden Napa Jeep Wine Tours,"Napa, CA 94558",eUDT6azH0tyMOQngmqleLQ,winetours,Wine Tours,5.0,23,,38.31832,-122.29177,Napa_Valley
Bell Wine Cellars,"6200 Washington St Yountville, CA 94599",09PBdFwohkAlE2WjgMQSdQ,wineries,Wineries,4.5,123,$$,38.389816,-122.345741,Napa_Valley
Reid Family Vineyards,"1020 Borrette Ln Napa, CA 94558",Z94Ftar1bQ6asD3dmILpkA,wineries,Wineries,5.0,27,$$,38.3137,-122.34831,Napa_Valley
Mira Winery,"6170 Washington St Yountville, CA 94558",0JueW5I1U5wWHu4D308THw,wineries,Wineries,5.0,6,,38.38732,-122.34847,Napa_Valley
Smith Devereux Wines,"1460 First St Napa, CA 94559",EvoxeKMPe1EIGKnwWs5ulw,wineries,Wineries,5.0,1,,38.297448,-122.289345,Napa_Valley
